productid,bigcategory,subcaregory,productname,price
OFF-LA-10001641,Office Supplies,Labels,Avery 518,8.60
OFF-LA-10001771,Office Supplies,Labels,Avery 513,8.60
OFF-LA-10001934,Office Supplies,Labels,Avery 516,8.60
OFF-LA-10001982,Office Supplies,Labels,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,61.60
OFF-LA-10002034,Office Supplies,Labels,Avery 478,8.60
OFF-LA-10002043,Office Supplies,Labels,Avery 489,8.60
OFF-LA-10002195,Office Supplies,Labels,Avery 481,8.60
OFF-LA-10002271,Office Supplies,Labels,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,67.60
OFF-LA-10002312,Office Supplies,Labels,Avery 490,8.60
OFF-LA-10002368,Office Supplies,Labels,Avery 479,8.60
OFF-LA-10002381,Office Supplies,Labels,Avery 497,8.60
OFF-LA-10002473,Office Supplies,Labels,Avery 484,8.60
OFF-LA-10002475,Office Supplies,Labels,Avery 519,8.60
OFF-LA-10002762,Office Supplies,Labels,Avery 485,8.60
OFF-LA-10002787,Office Supplies,Labels,Avery 480,8.60
OFF-LA-10002945,Office Supplies,Labels,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",79.60
OFF-LA-10003077,Office Supplies,Labels,Avery 500,8.60
OFF-LA-10003121,Office Supplies,Labels,Avery 506,8.60
OFF-LA-10003148,Office Supplies,Labels,Avery 51,7.60
OFF-LA-10003190,Office Supplies,Labels,Avery 474,8.60
OFF-LA-10003223,Office Supplies,Labels,Avery 508,8.60
OFF-LA-10003388,Office Supplies,Labels,Avery 5,6.60
OFF-LA-10003498,Office Supplies,Labels,Avery 475,8.60
OFF-LA-10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",80.60
OFF-LA-10003537,Office Supplies,Labels,Avery 515,8.60
OFF-LA-10003663,Office Supplies,Labels,Avery 498,8.60
OFF-LA-10003714,Office Supplies,Labels,Avery 510,8.60
OFF-LA-10003720,Office Supplies,Labels,Avery 487,8.60
OFF-LA-10003766,Office Supplies,Labels,Self-Adhesive Removable Labels,29.60
OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,37.60
OFF-LA-10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",51.60
OFF-LA-10004008,Office Supplies,Labels,Avery 507,8.60
OFF-LA-10004055,Office Supplies,Labels,Color-Coded Legal Exhibit Labels,31.60
OFF-LA-10004093,Office Supplies,Labels,Avery 486,8.60
OFF-LA-10004178,Office Supplies,Labels,Avery 491,8.60
OFF-LA-10004272,Office Supplies,Labels,Avery 482,8.60
OFF-LA-10004345,Office Supplies,Labels,Avery 493,8.60
OFF-LA-10004409,Office Supplies,Labels,Avery 492,8.60
OFF-LA-10004425,Office Supplies,Labels,Staple-on labels,15.60
OFF-LA-10004484,Office Supplies,Labels,Avery 476,8.60
OFF-LA-10004544,Office Supplies,Labels,Avery 505,8.60
OFF-LA-10004545,Office Supplies,Labels,Avery 50,7.60
OFF-LA-10004559,Office Supplies,Labels,Avery 49,7.60
OFF-LA-10004677,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters with Dispenser Box,62.60
OFF-LA-10004689,Office Supplies,Labels,Avery 512,8.60
OFF-LA-10004853,Office Supplies,Labels,Avery 483,8.60
OFF-PA-10000007,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 4 1/4 x 6",57.67
OFF-PA-10000019,Office Supplies,Paper,Xerox 1931,9.67
OFF-PA-10000029,Office Supplies,Paper,Xerox 224,8.67
OFF-PA-10000048,Office Supplies,Paper,Xerox 20,7.67
OFF-PA-10000061,Office Supplies,Paper,Xerox 205,8.67
OFF-PA-10000062,Office Supplies,Paper,Green Bar Computer Printout Paper,32.67
OFF-PA-10000069,Office Supplies,Paper,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",60.67
OFF-PA-10000100,Office Supplies,Paper,Xerox 1945,9.67
OFF-PA-10000130,Office Supplies,Paper,Xerox 199,8.67
OFF-PA-10000141,Office Supplies,Paper,"Ampad Evidence Wirebond Steno Books, 6 x 9",41.67
OFF-PA-10000143,Office Supplies,Paper,Astroparche Fine Business Paper,30.67
OFF-PA-10000157,Office Supplies,Paper,Xerox 191,8.67
OFF-PA-10000167,Office Supplies,Paper,Xerox 1925,9.67
OFF-PA-10000174,Office Supplies,Paper,"Message Book, Wirebound, Four 5 1/2 X 4 Forms/Pg., 200 Dupl. Sets/Book",69.67
OFF-PA-10000176,Office Supplies,Paper,Xerox 1887,9.67
OFF-PA-10000210,Office Supplies,Paper,Xerox Blank Computer Paper,25.67
OFF-PA-10000213,Office Supplies,Paper,Xerox 198,8.67
OFF-PA-10000223,Office Supplies,Paper,Xerox 2000,9.67
OFF-PA-10000232,Office Supplies,Paper,Xerox 1975,9.67
OFF-PA-10000241,Office Supplies,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11, Case",45.67
OFF-PA-10000246,Office Supplies,Paper,Riverleaf Stik-Withit Designer Note Cubes,40.67
OFF-PA-10000249,Office Supplies,Paper,Easy-staple paper,16.67
OFF-PA-10000289,Office Supplies,Paper,Xerox 213,8.67
OFF-PA-10000295,Office Supplies,Paper,Xerox 229,8.67
OFF-PA-10000300,Office Supplies,Paper,Xerox 1936,9.67
OFF-PA-10000304,Office Supplies,Paper,Xerox 1995,9.67
OFF-PA-10000308,Office Supplies,Paper,Xerox 1901,9.67
OFF-PA-10000312,Office Supplies,Paper,Xerox 1955,9.67
OFF-PA-10000327,Office Supplies,Paper,Xerox 1971,9.67
OFF-PA-10000349,Office Supplies,Paper,Easy-staple paper,16.67
OFF-PA-10000350,Office Supplies,Paper,"Message Book, Standard Line While You Were Out, 5 1/2 X 4, 200 Sets/Book",71.67
OFF-PA-10000357,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",94.67
OFF-PA-10000380,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11 X 8 1/2, 100 Messages",65.67
OFF-PA-10000418,Office Supplies,Paper,Xerox 189,8.67
OFF-PA-10000466,Office Supplies,Paper,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",44.67
OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,16.67
OFF-PA-10000477,Office Supplies,Paper,Xerox 1952,9.67
OFF-PA-10000482,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",63.67
OFF-PA-10000483,Office Supplies,Paper,Xerox 19,7.67
OFF-PA-10000501,Office Supplies,Paper,Petty Cash Envelope,18.67
OFF-PA-10000520,Office Supplies,Paper,Xerox 201,8.67
OFF-PA-10000528,Office Supplies,Paper,Xerox 1981,9.67
OFF-PA-10000533,Office Supplies,Paper,Southworth Parchment Paper & Envelopes,37.67
OFF-PA-10000551,Office Supplies,Paper,Array Memo Cubes,15.67
OFF-PA-10000552,Office Supplies,Paper,Xerox 200,8.67
OFF-PA-10000556,Office Supplies,Paper,Xerox 208,8.67
OFF-PA-10000565,Office Supplies,Paper,Easy-staple paper,16.67
OFF-PA-10000575,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",59.67
OFF-PA-10000587,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",37.67
OFF-PA-10000595,Office Supplies,Paper,Xerox 1929,9.67
OFF-PA-10000605,Office Supplies,Paper,Xerox 1950,9.67
OFF-PA-10000659,Office Supplies,Paper,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",73.67
OFF-PA-10000673,Office Supplies,Paper,"Post-it “Important Message” Note Pad, Neon Colors, 50 Sheets/Pad",63.67
OFF-PA-10000675,Office Supplies,Paper,Xerox 1919,9.67
OFF-PA-10000682,Office Supplies,Paper,Xerox 1924,9.67
OFF-PA-10000697,Office Supplies,Paper,"TOPS Voice Message Log Book, Flash Format",40.67
OFF-PA-10000726,Office Supplies,Paper,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2 x 7",54.67
OFF-PA-10000740,Office Supplies,Paper,Xerox 1982,9.67
OFF-PA-10000743,Office Supplies,Paper,Xerox 1977,9.67
OFF-PA-10000788,Office Supplies,Paper,Xerox 210,8.67
OFF-PA-10000791,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",72.67
OFF-PA-10000806,Office Supplies,Paper,Xerox 1934,9.67
OFF-PA-10000807,Office Supplies,Paper,"TOPS Important Message Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",68.67
OFF-PA-10000809,Office Supplies,Paper,Xerox 206,8.67
OFF-PA-10000859,Office Supplies,Paper,Unpadded Memo Slips,18.67
OFF-PA-10000919,Office Supplies,Paper,Xerox 1918,9.67
OFF-PA-10000955,Office Supplies,Paper,Southworth 25% Cotton Granite Paper & Envelopes,46.67
OFF-PA-10000994,Office Supplies,Paper,Xerox 1915,9.67
OFF-PA-10001001,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Speed Message, No Reply Area, Duplicate",72.67
OFF-PA-10001019,Office Supplies,Paper,Xerox 1884,9.67
OFF-PA-10001033,Office Supplies,Paper,Xerox 1893,9.67
OFF-PA-10001125,Office Supplies,Paper,Xerox 1988,9.67
OFF-PA-10001144,Office Supplies,Paper,Xerox 1913,9.67
OFF-PA-10001166,Office Supplies,Paper,Xerox 2,6.67
OFF-PA-10001184,Office Supplies,Paper,Xerox 1903,9.67
OFF-PA-10001204,Office Supplies,Paper,Xerox 1972,9.67
OFF-PA-10001215,Office Supplies,Paper,Xerox 1963,9.67
OFF-PA-10001243,Office Supplies,Paper,Xerox 1983,9.67
OFF-PA-10001246,Office Supplies,Paper,Xerox 215,8.67
OFF-PA-10001260,Office Supplies,Paper,"TOPS Money Receipt Book, Consecutively Numbered in Red,",54.67
OFF-PA-10001274,Office Supplies,Paper,Loose Memo Sheets,16.67
OFF-PA-10001281,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Fine Perforations,57.67
OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal,41.67
OFF-PA-10001293,Office Supplies,Paper,Xerox 1946,9.67
OFF-PA-10001295,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,52.67
OFF-PA-10001307,Office Supplies,Paper,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",53.67
OFF-PA-10001357,Office Supplies,Paper,Xerox 1886,9.67
OFF-PA-10001363,Office Supplies,Paper,Xerox 1933,9.67
OFF-PA-10001450,Office Supplies,Paper,Rediform S.O.S. Phone Message Books,34.67
OFF-PA-10001457,Office Supplies,Paper,White GlueTop Scratch Pads,25.67
OFF-PA-10001461,Office Supplies,Paper,HP Office Paper (20Lb. and 87 Bright),36.67
OFF-PA-10001471,Office Supplies,Paper,Strathmore Photo Frame Cards,27.67
OFF-PA-10001497,Office Supplies,Paper,Xerox 1914,9.67
OFF-PA-10001509,Office Supplies,Paper,"Recycled Desk Saver Line While You Were Out Book, 5 1/2 X 4",58.67
OFF-PA-10001526,Office Supplies,Paper,Xerox 1949,9.67
OFF-PA-10001534,Office Supplies,Paper,Xerox 230,8.67
OFF-PA-10001560,Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4” x 11”",42.67
OFF-PA-10001569,Office Supplies,Paper,Xerox 232,8.67
OFF-PA-10001583,Office Supplies,Paper,"1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2 X 11 Cards, 25 Env./Pack",85.67
OFF-PA-10001593,Office Supplies,Paper,Xerox 1947,9.67
OFF-PA-10001609,Office Supplies,Paper,Tops Wirebound Message Log Books,31.67
OFF-PA-10001622,Office Supplies,Paper,"Ampad Poly Cover Wirebound Steno Book, 6 x 9 Assorted Colors, Gregg Ruled",72.67
OFF-PA-10001639,Office Supplies,Paper,Xerox 203,8.67
OFF-PA-10001661,Office Supplies,Paper,Xerox 1922,9.67
OFF-PA-10001667,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),57.67
OFF-PA-10001685,Office Supplies,Paper,Easy-staple paper,16.67
OFF-PA-10001712,Office Supplies,Paper,Xerox 1948,9.67
OFF-PA-10001725,Office Supplies,Paper,Xerox 1892,9.67
OFF-PA-10001736,Office Supplies,Paper,Xerox 1880,9.67
OFF-PA-10001745,Office Supplies,Paper,"Wirebound Message Books, 2 7/8 x 5, 3 Forms per Page",51.67
OFF-PA-10001752,Office Supplies,Paper,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),51.67
OFF-PA-10001763,Office Supplies,Paper,Xerox 1896,9.67
OFF-PA-10001776,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 600 Sets per Book",72.67
OFF-PA-10001790,Office Supplies,Paper,Xerox 1910,9.67
OFF-PA-10001800,Office Supplies,Paper,Xerox 220,8.67
OFF-PA-10001801,Office Supplies,Paper,Xerox 193,8.67
OFF-PA-10001804,Office Supplies,Paper,Xerox 195,8.67
OFF-PA-10001815,Office Supplies,Paper,Xerox 1885,9.67
OFF-PA-10001826,Office Supplies,Paper,Xerox 207,8.67
OFF-PA-10001837,Office Supplies,Paper,Xerox 1976,9.67
OFF-PA-10001838,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4X8 1/2, 300/Messages",89.67
OFF-PA-10001846,Office Supplies,Paper,Xerox 1899,9.67
OFF-PA-10001870,Office Supplies,Paper,Xerox 202,8.67
OFF-PA-10001878,Office Supplies,Paper,Xerox 1891,9.67
OFF-PA-10001892,Office Supplies,Paper,"Rediform Wirebound Phone Memo Message Book, 11 x 5-3/4",53.67
OFF-PA-10001934,Office Supplies,Paper,Xerox 1993,9.67
OFF-PA-10001937,Office Supplies,Paper,Xerox 21,7.67
OFF-PA-10001947,Office Supplies,Paper,Xerox 1974,9.67
OFF-PA-10001950,Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,51.67
OFF-PA-10001952,Office Supplies,Paper,Xerox 1902,9.67
OFF-PA-10001954,Office Supplies,Paper,Xerox 1964,9.67
OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,9.67
OFF-PA-10001972,Office Supplies,Paper,Xerox 214,8.67
OFF-PA-10001977,Office Supplies,Paper,Xerox 194,8.67
OFF-PA-10001994,Office Supplies,Paper,"Ink Jet Note and Greeting Cards, 8-1/2 x 5-1/2 Card Size",55.67
OFF-PA-10002001,Office Supplies,Paper,Xerox 1984,9.67
OFF-PA-10002005,Office Supplies,Paper,Xerox 225,8.67
OFF-PA-10002036,Office Supplies,Paper,Xerox 1930,9.67
OFF-PA-10002105,Office Supplies,Paper,Xerox 223,8.67
OFF-PA-10002109,Office Supplies,Paper,Wirebound Voice Message Log Book,31.67
OFF-PA-10002120,Office Supplies,Paper,Xerox 1889,9.67
OFF-PA-10002137,Office Supplies,Paper,"Southworth 100% Résumé Paper, 24lb.",34.67
OFF-PA-10002160,Office Supplies,Paper,Xerox 1978,9.67
OFF-PA-10002195,Office Supplies,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2 X 11, 24 Cards/25 Envelopes/Set",73.67
OFF-PA-10002222,Office Supplies,Paper,"Xerox Color Copier Paper, 11 x 17, Ream",38.67
OFF-PA-10002230,Office Supplies,Paper,Xerox 1897,9.67
OFF-PA-10002245,Office Supplies,Paper,Xerox 1895,9.67
OFF-PA-10002246,Office Supplies,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",57.67
OFF-PA-10002250,Office Supplies,Paper,Things To Do Today Pad,21.67
OFF-PA-10002254,Office Supplies,Paper,Xerox 1883,9.67
OFF-PA-10002259,Office Supplies,Paper,"Geographics Note Cards, Blank, White, 8 1/2 x 11",47.67
OFF-PA-10002262,Office Supplies,Paper,Xerox 192,8.67
OFF-PA-10002319,Office Supplies,Paper,Xerox 1944,9.67
OFF-PA-10002333,Office Supplies,Paper,"Universal Ultra Bright White Copier/Laser Paper, 8 1/2 x 11, Ream",64.67
OFF-PA-10002365,Office Supplies,Paper,Xerox 1967,9.67
OFF-PA-10002377,Office Supplies,Paper,Xerox 1916,9.67
OFF-PA-10002421,Office Supplies,Paper,Embossed Ink Jet Note Cards,26.67
OFF-PA-10002464,Office Supplies,Paper,HP Office Recycled Paper (20Lb. and 87 Bright),45.67
OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),66.67
OFF-PA-10002499,Office Supplies,Paper,Xerox 1890,9.67
OFF-PA-10002552,Office Supplies,Paper,Xerox 1958,9.67
OFF-PA-10002558,Office Supplies,Paper,Xerox 1938,9.67
OFF-PA-10002581,Office Supplies,Paper,Xerox 1951,9.67
OFF-PA-10002586,Office Supplies,Paper,Xerox 1970,9.67
OFF-PA-10002606,Office Supplies,Paper,Xerox 1928,9.67
OFF-PA-10002615,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6 x 9, Gregg Ruled",57.67
OFF-PA-10002659,Office Supplies,Paper,Avoid Verbal Orders Carbonless Minifold Book,43.67
OFF-PA-10002666,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,51.67
OFF-PA-10002689,Office Supplies,Paper,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),63.67
OFF-PA-10002709,Office Supplies,Paper,Xerox 1956,9.67
OFF-PA-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",60.67
OFF-PA-10002741,Office Supplies,Paper,Xerox 1980,9.67
OFF-PA-10002749,Office Supplies,Paper,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",62.67
OFF-PA-10002751,Office Supplies,Paper,Xerox 1920,9.67
OFF-PA-10002764,Office Supplies,Paper,Easy-staple paper,16.67
OFF-PA-10002787,Office Supplies,Paper,Xerox 227,8.67
OFF-PA-10002870,Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",67.67
OFF-PA-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2 x 4",38.67
OFF-PA-10002923,Office Supplies,Paper,Xerox 1942,9.67
OFF-PA-10002947,Office Supplies,Paper,Xerox 1923,9.67
OFF-PA-10002960,Office Supplies,Paper,Xerox 1926,9.67
OFF-PA-10002968,Office Supplies,Paper,Xerox 1973,9.67
OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,9.67
OFF-PA-10003001,Office Supplies,Paper,Xerox 1986,9.67
OFF-PA-10003016,Office Supplies,Paper,Adams While You Were Out Message Pads,36.67
OFF-PA-10003022,Office Supplies,Paper,Xerox 1992,9.67
OFF-PA-10003036,Office Supplies,Paper,Black Print Carbonless 8 1/2 x 8 1/4 Rapid Memo Book,51.67
OFF-PA-10003039,Office Supplies,Paper,Xerox 1960,9.67
OFF-PA-10003063,Office Supplies,Paper,EcoTones Memo Sheets,19.67
OFF-PA-10003072,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2 x 11, Ream",42.67
OFF-PA-10003127,Office Supplies,Paper,Easy-staple paper,16.67
OFF-PA-10003129,Office Supplies,Paper,Tops White Computer Printout Paper,33.67
OFF-PA-10003134,Office Supplies,Paper,Xerox 1937,9.67
OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,9.67
OFF-PA-10003177,Office Supplies,Paper,Xerox 1999,9.67
OFF-PA-10003205,Office Supplies,Paper,"Wirebound Message Forms, Four 2 3/4 x 5 Forms per Page, Pink Paper",65.67
OFF-PA-10003228,Office Supplies,Paper,Xerox 1917,9.67
OFF-PA-10003256,Office Supplies,Paper,Avery Personal Creations Heavyweight Cards,41.67
OFF-PA-10003270,Office Supplies,Paper,Xerox 1954,9.67
OFF-PA-10003302,Office Supplies,Paper,Xerox 1906,9.67
OFF-PA-10003309,Office Supplies,Paper,Xerox 211,8.67
OFF-PA-10003349,Office Supplies,Paper,Xerox 1957,9.67
OFF-PA-10003363,Office Supplies,Paper,Xerox 204,8.67
OFF-PA-10003395,Office Supplies,Paper,Xerox 1941,9.67
OFF-PA-10003424,Office Supplies,Paper,"While you Were Out Message Book, One Form per Page",49.67
OFF-PA-10003441,Office Supplies,Paper,Xerox 226,8.67
OFF-PA-10003465,Office Supplies,Paper,Xerox 1912,9.67
OFF-PA-10003543,Office Supplies,Paper,Xerox 1985,9.67
OFF-PA-10003591,Office Supplies,Paper,Southworth 100% Cotton The Best Paper,36.67
OFF-PA-10003625,Office Supplies,Paper,Xerox 1979,9.67
OFF-PA-10003641,Office Supplies,Paper,Xerox 1909,9.67
OFF-PA-10003651,Office Supplies,Paper,Xerox 1968,9.67
OFF-PA-10003656,Office Supplies,Paper,Xerox 1935,9.67
OFF-PA-10003657,Office Supplies,Paper,Xerox 1927,9.67
OFF-PA-10003673,Office Supplies,Paper,Strathmore Photo Mount Cards,27.67
OFF-PA-10003724,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",33.67
OFF-PA-10003729,Office Supplies,Paper,Xerox 1998,9.67
OFF-PA-10003739,Office Supplies,Paper,Xerox 1969,9.67
OFF-PA-10003790,Office Supplies,Paper,Xerox 1991,9.67
OFF-PA-10003797,Office Supplies,Paper,Xerox 209,8.67
OFF-PA-10003823,Office Supplies,Paper,Xerox 197,8.67
OFF-PA-10003845,Office Supplies,Paper,Xerox 1987,9.67
OFF-PA-10003848,Office Supplies,Paper,Xerox 1997,9.67
OFF-PA-10003883,Office Supplies,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4 X 5",59.67
OFF-PA-10003892,Office Supplies,Paper,Xerox 1943,9.67
OFF-PA-10003893,Office Supplies,Paper,Xerox 1962,9.67
OFF-PA-10003919,Office Supplies,Paper,Xerox 1989,9.67
OFF-PA-10003936,Office Supplies,Paper,Xerox 1994,9.67
OFF-PA-10003953,Office Supplies,Paper,Xerox 218,8.67
OFF-PA-10003971,Office Supplies,Paper,Xerox 1965,9.67
OFF-PA-10004000,Office Supplies,Paper,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",58.67
OFF-PA-10004022,Office Supplies,Paper,Hammermill Color Copier Paper (28Lb. and 96 Bright),50.67
OFF-PA-10004039,Office Supplies,Paper,Xerox 1882,9.67
OFF-PA-10004040,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),63.67
OFF-PA-10004041,Office Supplies,Paper,"Its Hot Message Books with Stickers, 2 3/4 x 5",45.67
OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",81.67
OFF-PA-10004082,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",84.67
OFF-PA-10004092,Office Supplies,Paper,Tops Green Bar Computer Printout Paper,37.67
OFF-PA-10004100,Office Supplies,Paper,Xerox 216,8.67
OFF-PA-10004101,Office Supplies,Paper,Xerox 1894,9.67
OFF-PA-10004156,Office Supplies,Paper,Xerox 188,8.67
OFF-PA-10004239,Office Supplies,Paper,Xerox 1953,9.67
OFF-PA-10004243,Office Supplies,Paper,Xerox 1939,9.67
OFF-PA-10004248,Office Supplies,Paper,Xerox 1990,9.67
OFF-PA-10004255,Office Supplies,Paper,Xerox 219,8.67
OFF-PA-10004285,Office Supplies,Paper,Xerox 1959,9.67
OFF-PA-10004327,Office Supplies,Paper,Xerox 1911,9.67
OFF-PA-10004353,Office Supplies,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes,54.67
OFF-PA-10004355,Office Supplies,Paper,Xerox 231,8.67
OFF-PA-10004359,Office Supplies,Paper,Multicolor Computer Printout Paper,33.67
OFF-PA-10004381,Office Supplies,Paper,14-7/8 x 11 Blue Bar Computer Printout Paper,43.67
OFF-PA-10004405,Office Supplies,Paper,Rediform Voice Mail Log Books,28.67
OFF-PA-10004438,Office Supplies,Paper,Xerox 1907,9.67
OFF-PA-10004451,Office Supplies,Paper,Xerox 222,8.67
OFF-PA-10004470,Office Supplies,Paper,"Adams Write n Stick Phone Message Book, 11 X 5 1/4, 200 Messages",63.67
OFF-PA-10004475,Office Supplies,Paper,Xerox 1940,9.67
OFF-PA-10004519,Office Supplies,Paper,Spiral Phone Message Books with Labels by Adams,46.67
OFF-PA-10004530,Office Supplies,Paper,Personal Creations Ink Jet Cards and Labels,42.67
OFF-PA-10004569,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4 x 5 Forms per Page",52.67
OFF-PA-10004609,Office Supplies,Paper,Xerox 221,8.67
OFF-PA-10004610,Office Supplies,Paper,Xerox 1900,9.67
OFF-PA-10004621,Office Supplies,Paper,Xerox 212,8.67
OFF-PA-10004665,Office Supplies,Paper,Advantus Motivational Note Cards,31.67
OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2 x 3 3/16",62.67
OFF-PA-10004733,Office Supplies,Paper,Things To Do Today Spiral Book,29.67
OFF-PA-10004734,Office Supplies,Paper,Southworth Structures Collection,31.67
OFF-PA-10004735,Office Supplies,Paper,Xerox 1905,9.67
OFF-PA-10004782,Office Supplies,Paper,Xerox 228,8.67
OFF-PA-10004888,Office Supplies,Paper,Xerox 217,8.67
OFF-PA-10004911,Office Supplies,Paper,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",86.67
OFF-PA-10004947,Office Supplies,Paper,Easy-staple paper,16.67
OFF-PA-10004948,Office Supplies,Paper,Xerox 190,8.67
OFF-PA-10004965,Office Supplies,Paper,Xerox 1921,9.67
OFF-PA-10004971,Office Supplies,Paper,Xerox 196,8.67
OFF-PA-10004983,Office Supplies,Paper,Xerox 23,7.67
OFF-PA-10004996,Office Supplies,Paper,Speediset Carbonless Redi-Letter 7 x 8 1/2,41.67
OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,46.53
OFF-ST-10000036,Office Supplies,Storage,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",76.53
OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,31.53
OFF-ST-10000060,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,59.53
OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,36.53
OFF-ST-10000107,Office Supplies,Storage,Fellowes Super Stor/Drawer,25.53
OFF-ST-10000129,Office Supplies,Storage,Fellowes Recycled Storage Drawers,32.53
OFF-ST-10000136,Office Supplies,Storage,Letter Size File,15.53
OFF-ST-10000142,Office Supplies,Storage,Deluxe Rollaway Locking File with Drawer,39.53
OFF-ST-10000321,Office Supplies,Storage,Akro Stacking Bins,17.53
OFF-ST-10000344,Office Supplies,Storage,"Neat Ideas Personal Hanging Folder Files, Black",46.53
OFF-ST-10000352,Office Supplies,Storage,Acco Perma 2700 Stacking Storage Drawers,39.53
OFF-ST-10000419,Office Supplies,Storage,"Rogers Jumbo File, Granite",25.53
OFF-ST-10000464,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",63.53
OFF-ST-10000532,Office Supplies,Storage,Advantus Rolling Drawer Organizers,33.53
OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,42.53
OFF-ST-10000585,Office Supplies,Storage,Economy Rollaway Files,21.53
OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,30.53
